diseaseId,diseaseName,did
C4721532,"Lymphoma, Non-Hodgkin, Familial",4334
C0079765,"Lymphoma, Small Cleaved-Cell, Follicular",4335
C0079770,"Lymphoma, Small Noncleaved-Cell",4336
C0079773,"Lymphoma, T-Cell, Cutaneous",4337
C0024306,"Lymphoma, Undifferentiated",4338
C0206182,Lymphomatoid Papulosis,4339
C0024312,Lymphopenia,4340
C3552634,LYMPHOPROLIFERATIVE SYNDROME 1,4341
C3554540,LYMPHOPROLIFERATIVE SYNDROME 2,4342
C4748863,LYMPHOPROLIFERATIVE SYNDROME 3,4343
C2751686,"Lymphoproliferative Syndrome, Ebv-Associated, Autosomal, 1",4344
C4552100,Lynch Syndrome,4345
C2931459,Lynch syndrome I (site-specific colonic cancer),4346
C0936256,Lysine Alpha-Ketoglutarate Reductase Deficiency Disease,4347
C0268647,Lysinuric Protein Intolerance,4348
C2931893,Lysosomal beta-mannosidase deficiency,4349
C0024408,Machado-Joseph Disease,4350
C0751668,Machado-Joseph Disease Type I,4351
C0751669,Machado-Joseph Disease Type II,4352
C0751670,Machado-Joseph Disease Type III,4353
C0751671,Machado-Joseph Disease Type IV,4354
C0221355,Macrocephaly,4355
C3807541,MACROCEPHALY AND EPILEPTIC ENCEPHALOPATHY,4356
C1846722,Macrocephaly with Multiple Epiphyseal Dysplasia and Distinctive Facies,4357
C4748993,"MACROCEPHALY, ACQUIRED, WITH IMPAIRED INTELLECTUAL DEVELOPMENT",4358
C2751321,"Macrocephaly, Alopecia, Cutis Laxa, and Scoliosis",4359
C4310766,"MACROCEPHALY, DYSMORPHIC FACIES, AND PSYCHOMOTOR RETARDATION",4360
C3280095,"MACROCEPHALY, MACROSOMIA, AND FACIAL DYSMORPHISM SYNDROME",4361
C1854416,MACROCEPHALY/AUTISM SYNDROME,4362
C3806412,"MACROCEPHALY/MEGALENCEPHALY SYNDROME, AUTOSOMAL RECESSIVE",4363
C1263023,Macroorchidism,4364
C1096155,Macrophage Activation Syndrome,4365
C1865286,"MACROPHTHALMIA, COLOBOMATOUS, WITH MICROCORNEA",4366
C0344453,Macroprolactinoma,4367
C0024433,Macrostomia,4368
C2751260,Macrothrombocytopenia,4369
C1834478,MACROTHROMBOCYTOPENIA AND PROGRESSIVE SENSORINEURAL DEAFNESS,4370
C2751259,"Macrothrombocytopenia, Autosomal Dominant, Tubb1-Related",4371
C2749759,"Macrothrombocytopenia-Stomatocytosis, Mediterranean",4372
C0024439,Macular corneal dystrophy,4373
C1864205,"Macular Degeneration, Age-Related, 1",4374
C3809523,"MACULAR DEGENERATION, AGE-RELATED, 13",4375
C3809653,"MACULAR DEGENERATION, AGE-RELATED, 14",4376
C3810042,"MACULAR DEGENERATION, AGE-RELATED, 15",4377
C1837187,"MACULAR DEGENERATION, AGE-RELATED, 3",4378
C3151063,"MACULAR DEGENERATION, AGE-RELATED, 5",4379
C3151060,"Macular Degeneration, Age-Related, 6",4380
C1857813,"Macular Degeneration, Age-Related, 7",4381
C3151070,"MACULAR DEGENERATION, AGE-RELATED, 8",4382
C4015286,"MACULAR DEGENERATION, EARLY-ONSET",4383
C3151784,"MACULAR DEGENERATION, X-LINKED ATROPHIC",4384
C4015371,MACULAR DYSTROPHY WITH CENTRAL CONE INVOLVEMENT,4385
C1837029,"Macular Dystrophy, Butterfly-Shaped Pigmentary, 2",4386
C1636149,"Macular dystrophy, corneal type 1",4387
C4551999,"MACULAR DYSTROPHY, PATTERNED, 1",4388
C4310713,"MACULAR DYSTROPHY, PATTERNED, 3",4389
C4015342,"MACULAR DYSTROPHY, VITELLIFORM, 4",4390
C4015343,"MACULAR DYSTROPHY, VITELLIFORM, 5",4391
C0024440,"Macular Edema, Cystoid",4392
C0271051,Macular retinal edema,4393
C0024473,Magnesium Deficiency,4394
C1849437,Mainzer-Saldino Disease,4395
C1864997,Majeed syndrome,4396
C0024507,Majewski Syndrome,4397
C1839839,MAJOR AFFECTIVE DISORDER 2,4398
C0024517,"Major depression, single episode",4399
C1269683,Major Depressive Disorder,4400
C3553660,Malan overgrowth syndrome,4401
C1858085,Malar flattening,4402
C0024530,Malaria,4403
C0024535,"Malaria, Falciparum",4404
C1970028,"MALARIA, SUSCEPTIBILITY TO (finding)",4405
C1852020,Malattia Leventinese,4406
C0403812,"Male Infertility with Large-Headed, Multiflagellar, Polyploid Spermatozoa",4407
C4706677,Male infertility with teratozoospermia due to single gene mutation,4408
C0238395,Male Pseudohermaphroditism,4409
C1839840,"MALE PSEUDOHERMAPHRODITISM: DEFICIENCY OF TESTICULAR 17,20-DESMOLASE",4410
C1955869,Malformations of Cortical Development,4411
C1837249,"Malformations of Cortical Development, Group II",4412
C0279530,Malignant Bone Neoplasm,4413
C0555198,Malignant Glioma,4414
C0334401,Malignant Granulosa Cell Tumor,4415
C0278996,Malignant Head and Neck Neoplasm,4416
C0024591,Malignant hyperpyrexia due to anesthesia,4417
C2930984,Malignant hyperthermia susceptibility type 5,4418
C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",4419
C0346388,Malignant melanoma of choroid,4420
C0346373,Malignant melanoma of iris,4421
C0259785,Malignant Meningioma,4422
C0345967,Malignant mesothelioma,4423
C0346402,Malignant neoplasm of adrenal cortex,4424
C0153633,Malignant neoplasm of brain,4425
C0006142,Malignant neoplasm of breast,4426
C0007103,Malignant neoplasm of endometrium,4427
C0546837,Malignant neoplasm of esophagus,4428
C0153452,Malignant neoplasm of gallbladder,4429
C0685938,Malignant neoplasm of gastrointestinal tract,4430
C0740457,Malignant neoplasm of kidney,4431
C0007107,Malignant neoplasm of larynx,4432
C0345904,Malignant neoplasm of liver,4433
C0242379,Malignant neoplasm of lung,4434
C1140680,Malignant neoplasm of ovary,4435
C0346647,Malignant neoplasm of pancreas,4436
C0153405,Malignant neoplasm of pharynx,4437
C0376358,Malignant neoplasm of prostate,4438
C0220636,Malignant neoplasm of salivary gland,4439
C0007114,Malignant neoplasm of skin,4440
C0024623,Malignant neoplasm of stomach,4441
C0153594,Malignant neoplasm of testis,4442
C0153349,Malignant neoplasm of tongue,4443
C0005684,Malignant neoplasm of urinary bladder,4444
C0751690,Malignant Peripheral Nerve Sheath Tumor,4445
C0007102,Malignant tumor of colon,4446
C0153504,Malignant tumor of mediastinum,4447
C0342793,Malonic aciduria,4448
C0796032,Malpuech facial clefting syndrome,4449
C1257925,"Mammary Carcinoma, Animal",4450
C4704874,"Mammary Carcinoma, Human",4451
C0021367,Mammary Ductal Carcinoma,4452
C1257931,"Mammary Neoplasms, Human",4453
C3494426,Mandibular Retrusion,4454
C1837756,MANDIBULOACRAL DYSPLASIA WITH TYPE B LIPODYSTROPHY,4455
C0242387,Mandibulofacial Dysostosis,4456
C1855433,"Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive",4457
C0677050,Manganese Poisoning,4458
C0338831,Manic,4459
C0024713,Manic Disorder,4460
C0024776,Maple Syrup Urine Disease,4461
C3554575,"MAPLE SYRUP URINE DISEASE, MILD VARIANT",4462
C0751285,"Maple Syrup Urine Disease, Thiamine Responsive",4463
C2930990,"Maple syrup urine disease, type 1B",4464
C1855369,"Maple Syrup Urine Disease, Type IA",4465
C1855371,"MAPLE SYRUP URINE DISEASE, TYPE II",4466
C1833136,Marden Walker like syndrome,4467
C0796033,MARDEN-WALKER SYNDROME,4468
C0024796,Marfan Syndrome,4469
C4721845,"Marfan Syndrome, Type I",4470
C0270749,Marie Cerebellar Ataxia,4471
C2931059,Marie Unna congenital hypotrichosis,4472
C2750815,Marie Unna Hereditary Hypotrichosis 1,4473
C0024809,Marijuana Abuse,4474
C0024814,Marinesco-Sjogren syndrome,4475
C1855425,Marles Greenberg Persaud syndrome,4476
C0265211,Marshall-Smith syndrome,4477
C4538468,MARSILI SYNDROME,4478
C1845285,Martin-Probst Deafness-Mental Retardation Syndrome,4479
C1832443,Martinez-Frias Syndrome,4480
C0796037,Martsolf syndrome,4481
C3151085,MASP2 Deficiency,4482
C1855346,MAST SYNDROME,4483
C0024899,Mastocytosis,4484
C2931092,Maternally Inherited Leigh Syndrome,4485
C0342276,Maturity onset diabetes mellitus in young,4486
C3150618,"Maturity-onset diabetes of the young, type 11",4487
C4225365,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13",4488
C4225299,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14",4489
C1853371,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6 (disorder)",4490
C1864839,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 7 (disorder)",4491
C1853297,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8, WITH EXOCRINE DYSFUNCTION",4492
C2677132,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 9 (disorder)",4493
C1833382,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE IV (disorder)",4494
C3494424,Maxillary Retrusion,4495
C0751782,May-White Syndrome,4496
C4015701,MECKEL SYNDROME 12,4497
C4539714,MECKEL SYNDROME 13,4498
C3714506,Meckel syndrome type 1,4499
C1846357,Meckel syndrome type 3,4500
C3280036,"MECKEL SYNDROME, TYPE 10",4501
C3809352,"MECKEL SYNDROME, TYPE 11",4502
C1864148,"MECKEL SYNDROME, TYPE 2",4503
C1970161,"MECKEL SYNDROME, TYPE 4",4504
C1969052,"MECKEL SYNDROME, TYPE 5",4505
C2676790,"MECKEL SYNDROME, TYPE 6 (disorder)",4506
C3836857,"MECKEL SYNDROME, TYPE 8",4507
C3280155,"MECKEL SYNDROME, TYPE 9",4508
C0265215,Meckel-Gruber syndrome,4509
C2939175,Meconium ileus,4510
C1292754,Mediastinal (Thymic) Large B-Cell Lymphoma,4511
C0220710,Medium-chain acyl-coenzyme A dehydrogenase deficiency,4512
C0206693,Medullary carcinoma,4513
C1859040,Medullary Cystic Kidney Disease Type 2,4514
C0751887,Medullary Neoplasms,4515
C0025149,Medulloblastoma,4516
C0334596,Medulloepithelioma,4517
C0205833,Medullomyoblastoma,4518
C4748927,MEGA-CORPUS-CALLOSUM SYNDROME WITH CEREBELLAR HYPOPLASIA AND CORTICAL MALFORMATIONS,4519
C0162668,Megaconial Myopathies,4520
C1608393,Megacystis microcolon intestinal hypoperistalsis syndrome,4521
C1835084,Megaduodenum and-or Megacystis,4522
C4706584,Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13),4523
C1863924,Megalanecephaly Polymicrogyria-Polydactyly Hydrocephalus Syndrome,4524
C1858854,MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS,4525
C3151355,MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2A,4526
C3151356,"MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2B, REMITTING, WITH OR WITHOUT MENTAL RETARDATION",4527
C4012727,MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1,4528
C4014738,MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 2,4529
C4551825,Megaloblastic Anemia 1,4530
C3151205,Megaloblastic Anemia due to Dihydrofolate Reductase Deficiency,4531
C1306856,Megaloblastic anemia due to inborn errors of metabolism,4532
C2931118,Megalocytic interstitial nephritis,4533
C2931121,Meier Blumberg Imahorn syndrome,4534
C4552001,MEIER-GORLIN SYNDROME 1,4535
C3151097,MEIER-GORLIN SYNDROME 2,4536
C3151113,MEIER-GORLIN SYNDROME 3,4537
C3151120,MEIER-GORLIN SYNDROME 4,4538
C3151126,MEIER-GORLIN SYNDROME 5,4539
C4225188,MEIER-GORLIN SYNDROME 6,4540
C4310738,MEIER-GORLIN SYNDROME 7,4541
C4479655,MEIER-GORLIN SYNDROME 8,4542
C0025193,Melancholia,4543
C0027962,Melanocytic nevus,4544
C0025202,melanoma,4545
C0004565,"Melanoma, B16",4546
C0009075,"Melanoma, Cloudman S91",4547
C4014476,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 10",4548
C2751295,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 5",4549
C0025205,"Melanoma, Experimental",4550
C0018598,"Melanoma, Harding-Passey",4551
C1275668,Melanotic medulloblastoma,4552
C0162671,MELAS Syndrome,4553
C0025221,Meleda Disease,4554
C0025229,Melioidosis,4555
C0025237,Melnick-Needles Syndrome,4556
C0025239,Melorheostosis,4557
C3149695,Melorheostosis with Osteopoikilosis,4558
C3149631,"MELORHEOSTOSIS, ISOLATED",4559
C0268742,"Membranoproliferative Glomerulonephritis, Type I",4560
C0268743,"Membranoproliferative Glomerulonephritis, Type II",4561
C1720821,"Membranoproliferative Glomerulonephritis, Type III",4562
C0017665,Membranous glomerulonephritis,4563
C0025261,Memory Disorders,4564
C0025281,Meniere Disease,4565
C0025286,Meningioma,4566
C0205834,"Meningiomas, Multiple",4567
C0025289,Meningitis,4568
C1135745,"Meningitis, Meningococcal, Serogroup A",4569
C1135746,"Meningitis, Meningococcal, Serogroup B",4570
C1135747,"Meningitis, Meningococcal, Serogroup C",4571
C1136210,"Meningitis, Meningococcal, Serogroup W-135",4572
C1136209,"Meningitis, Meningococcal, Serogroup Y",4573
C0025294,Meningococcal meningitis,4574
C0025312,Meningomyelocele,4575
C0334605,Meningothelial meningioma,4576
C0917816,Mental deficiency,4577
C0011570,Mental Depression,4578
C4046029,"Mental Disorders, Severe",4579
C0025362,Mental Retardation,4580
C4225208,MENTAL RETARDATION AND DISTINCTIVE FACIAL FEATURES WITH OR WITHOUT CARDIAC DEFECTS,4581
C2677903,Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia,4582
C1846130,"Mental retardation X-linked, South African type",4583
C3150924,"MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS",4584
C1969562,"Mental Retardation, Autosomal Dominant 1",4585
C3280284,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 10",4586
C3280285,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 11",4587
C3281201,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 12",4588
C3281202,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 13",4589
C3554343,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 17",4590
C3554448,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 18",4591
C3150700,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 20",4592
C3809686,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 21",4593
C3808184,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 22",4594
C3810406,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 23",4595
C4014414,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 24",4596
C4014435,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 26",4597
C4015141,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 29",4598
C2675488,"Mental Retardation, Autosomal Dominant 3",4599
C4015167,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 30",4600
C4015357,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 31",4601
C4225396,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 32",4602
C4225375,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 33",4603
C4225156,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 34",4604
C4225354,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 35",4605
C4225352,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 36",4606
C4225343,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 38",4607
C4225296,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 39",4608
C2675487,"Mental Retardation, Autosomal Dominant 4",4609
C4225275,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 40",4610
C4310784,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 41",4611
C4310774,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 42",4612
C4310771,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 43",4613
C4310740,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 44",4614
C4539848,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 45",4615
C4539851,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 46",4616
C4539951,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 47",4617
C4540324,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 49",4618
C2675473,"Mental Retardation, Autosomal Dominant 5",4619
C4540470,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 50",4620
C4540474,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 51",4621
C4540478,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 52",4622
C4540481,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 53",4623
C4540484,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 54",4624
C4693371,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 55, WITH SEIZURES",4625
C4693389,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 56",4626
C4748003,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 57",4627
C4748195,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 58",4628
C3151411,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 6",4629
C3279839,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 7",4630
C3280283,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 9",4631
C1855304,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 1",4632
C1970200,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 12",4633
C2750791,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 13",4634
C3151462,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14",4635
C3280127,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 15",4636
C3280153,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 17",4637
C3280265,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 18",4638
C1843942,"Mental Retardation, Autosomal Recessive 2",4639
C3280538,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 27",4640
C1838023,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 3",4641
C3281044,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 34, WITH VARIANT LISSENCEPHALY",4642
C3809039,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 36",4643
C3809672,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 37",4644
C3809753,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38",4645
C3809853,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 39",4646
C3810080,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 40",4647
C3810225,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 41",4648
C4014343,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 42",4649
C4014386,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 43",4650
C4014745,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 44",4651
C4014864,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 45",4652
C4015283,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 46",4653
C4015444,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 47",4654
C4225395,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 48",4655
C4225388,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 49",4656
C1970199,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 5",4657
C4225319,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 50",4658
C4225220,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 51",4659
C4225168,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 52",4660
C4310794,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 53",4661
C4310755,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 54",4662
C4310745,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 55",4663
C4310703,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 56",4664
C4310673,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 57",4665
C4310641,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 58",4666
C4310619,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 59",4667
C1970198,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 6",4668
C4479476,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 60",4669
C4748167,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 63",4670
C4748192,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 64",4671
C4748219,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 65",4672
C4748732,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 66",4673
C1970197,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 7",4674
C1846278,"MENTAL RETARDATION, EPILEPTIC SEIZURES, HYPOGONADISM AND HYPOGENITALISM, MICROCEPHALY, AND OBESITY (disorder)",4675
C1969893,"Mental Retardation, Fra12a Type",4676
C1136249,"Mental Retardation, X-Linked",4677
C2931498,"Mental Retardation, X-Linked 1",4678
C3890167,"MENTAL RETARDATION, X-LINKED 100",4679
C3890168,"MENTAL RETARDATION, X-LINKED 101",4680
C4085582,"MENTAL RETARDATION, X-LINKED 102",4681
C4310818,"MENTAL RETARDATION, X-LINKED 103",4682
C4310817,"MENTAL RETARDATION, X-LINKED 104",4683
C4310816,"MENTAL RETARDATION, X-LINKED 105",4684
C4478379,"MENTAL RETARDATION, X-LINKED 106",4685
C4692652,"MENTAL RETARDATION, X-LINKED 107",4686
C0796218,"MENTAL RETARDATION, X-LINKED 12",4687
C0796221,"MENTAL RETARDATION, X-LINKED 15",4688
C0796208,"MENTAL RETARDATION, X-LINKED 3",4689
C0796237,"Mental Retardation, X-Linked 30",4690
C0796238,"MENTAL RETARDATION, X-LINKED 31",4691
C0796241,"MENTAL RETARDATION, X-LINKED 34 (disorder)",4692
C0796242,"MENTAL RETARDATION, X-LINKED 35",4693
C3887939,"MENTAL RETARDATION, X-LINKED 41",4694
C1845333,"Mental Retardation, X-Linked 45",4695
C1845526,"Mental Retardation, X-Linked 46",4696
C1846174,"Mental Retardation, X-Linked 58",4697
C4283894,"MENTAL RETARDATION, X-LINKED 61",4698
C1845672,"Mental Retardation, X-Linked 63",4699
C1846038,"MENTAL RETARDATION, X-LINKED 72",4700
C1845181,"MENTAL RETARDATION, X-LINKED 78",4701
C1839082,"MENTAL RETARDATION, X-LINKED 89",4702
C0796215,"Mental Retardation, X-Linked 9",4703
C3275443,"MENTAL RETARDATION, X-LINKED 90 (disorder)",4704
C1845142,"MENTAL RETARDATION, X-LINKED 91 (disorder)",4705
C1845144,"Mental Retardation, X-Linked 92",4706
C1970841,"MENTAL RETARDATION, X-LINKED 93 (disorder)",4707
C2678051,"MENTAL RETARDATION, X-LINKED 94 (disorder)",4708
C2678034,"MENTAL RETARDATION, X-LINKED 95",4709
C3806730,"MENTAL RETARDATION, X-LINKED 98",4710
C3806746,"MENTAL RETARDATION, X-LINKED 99",4711
C4225416,"MENTAL RETARDATION, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED",4712
C3501611,"Mental Retardation, X-Linked Nonsyndromic",4713
C1846145,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 11",4714
C1970822,"Mental Retardation, X-Linked, Syndromic 14",4715
C3550913,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 32",4716
C4225418,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 33",4717
C4225417,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 34",4718
C4478383,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, 35",4719
C4310814,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, BAIN TYPE",4720
C2678194,"Mental Retardation, X-Linked, Syndromic, Christianson Type",4721
C1845243,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, CLAES-JENSEN TYPE",4722
C4538788,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, HOUGE TYPE",4723
C3275464,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE",4724
C3275406,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, RAYMOND TYPE",4725
C2678046,"Mental Retardation, X-Linked, Syndromic, Turner Type",4726
C1845366,"Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance",4727
C1845543,"Mental Retardation, X-Linked, with Epilepsy",4728
C1848068,"Mental Retardation, X-Linked, with Isolated Growth Hormone Deficiency",4729
C0796244,"MENTAL RETARDATION, X-LINKED, WITH OR WITHOUT SEIZURES, ARX-RELATED (disorder)",4730
C2678223,"Mental Retardation, X-Linked, With Panhypopituitarism",4731
C1845861,"MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE, HYPOGONADISM, AND ABNORMAL GAIT",4732
C2749020,"Mental Retardation, X-Linked, Znf711-Related",4733
C0162672,MERRF Syndrome,4734
C0751888,Mesencephalic Neoplasms,4735
C0025472,Mesenteric Vascular Occlusion,4736
C0549306,Mesomelia,4737
C1838162,Mesomelia-synostoses syndrome,4738
C0025500,Mesothelioma,4739
C0751743,"Metabolic Disorder, Central Nervous System, Acquired",4740
C4225171,"METABOLIC ENCEPHALOMYOPATHIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION",4741
C0524620,Metabolic Syndrome X,4742
C1839728,METACARPAL 4-5 FUSION,4743
C0268262,Metachromatic Leukodystrophy due to Saposin B Deficiency,4744
C0751279,"Metachromatic Leukodystrophy, Adult-Type (disorder)",4745
C0751278,"Metachromatic Leukodystrophy, Infant",4746
