GeneID,id
3851,1498
121391,1499
3891,1500
3872,1501
3857,1502
162605,1503
3890,1504
3849,1505
3884,1506
3850,1507
3848,1508
3888,1509
3855,1510
8687,1511
3859,1512
3880,1513
3885,1514
25984,1515
125115,1516
3866,1517
319101,1518
3854,1519
192666,1520
144501,1521
3886,1522
112802,1523
3892,1524
3875,1525
3856,1526
390792,1527
3887,1528
3858,1529
51350,1530
196374,1531
3881,1532
3861,1533
140807,1534
147183,1535
353288,1536
3853,1537
9119,1538
3860,1539
83741,1540
284252,1541
10370,1542
4435,1543
339488,1544
79047,1545
7021,1546
7020,1547
132851,1548
1387,1549
163732,1550
7022,1551
8089,1552
1407,1553
8553,1554
9572,1555
9975,1556
6097,1557
6096,1558
8863,1559
4783,1560
8945,1561
26224,1562
7008,1563
8864,1564
9575,1565
406,1566
8914,1567
6095,1568
56938,1569
94233,1570
1408,1571
5500,1572
5187,1573
4862,1574
79365,1575
8993,1576
1794,1577
427,1578
28988,1579
1265,1580
1509,1581
30,1582
1520,1583
23071,1584
5236,1585
6590,1586
5806,1587
126014,1588
4790,1589
84766,1590
5646,1591
1116,1592
7130,1593
3728,1594
5004,1595
230,1596
4057,1597
1118,1598
7077,1599
6947,1600
23191,1601
4758,1602
124583,1603
5777,1604
56954,1605
3608,1606
820,1607
116844,1608
10394,1609
4048,1610
51646,1611
84514,1612
9524,1613
10321,1614
1476,1615
2352,1616
10855,1617
10562,1618
25840,1619
8566,1620
3417,1621
25797,1622
1774,1623
26,1624
5873,1625
567,1626
1669,1627
51125,1628
2495,1629
388698,1630
978,1631
57554,1632
3934,1633
25852,1634
4317,1635
226,1636
6687,1637
5199,1638
79792,1639
3837,1640
7414,1641
3240,1642
4318,1643
3043,1644
80184,1645
1512,1646
83930,1647
54749,1648
134429,1649
9878,1650
10948,1651
6770,1652
23072,1653
147323,1654
57172,1655
50848,1656
58494,1657
810,1658
4846,1659
91860,1660
1385,1661
51806,1662
163688,1663
801,1664
808,1665
972,1666
3112,1667
3127,1668
4282,1669
3117,1670
8722,1671
3120,1672
3113,1673
1519,1674
960,1675
3111,1676
1513,1677
1515,1678
3115,1679
1514,1680
3109,1681
3122,1682
3108,1683
5641,1684
912,1685
1508,1686
3123,1687
1510,1688
3119,1689
1357,1690
10136,1691
63036,1692
5407,1693
1359,1694
11330,1695
23436,1696
1506,1697
51032,1698
256297,1699
1990,1700
440387,1701
5406,1702
1504,1703
1358,1704
1360,1705
1056,1706
6856,1707
9522,1708
162972,1709
